P00698.1:2	1fbi_X	100	28	0	0	1	28	9	36	2.33e-18	65.5
P00698.1:2	4tsa_A	96.3	27	1	0	1	27	2	28	1.24e-17	62.0
P00698.1:2	1jhl_A	96.4	28	1	0	1	28	9	36	7.50e-17	61.6
P00698.1:2	1dzb_X	96.4	28	1	0	1	28	9	36	1.06e-16	61.2
P00698.1:2	5vjo_F	89.3	28	3	0	1	28	9	36	1.69e-15	58.2
P00698.1:2	1a2y_C	93.3	30	0	2	1	28	9	38	1.18e-14	56.2
QBF80608.1:4	6pxh_B	95.7	23	1	0	1	23	105	127	5.09e-09	42.0
P59594.1:11	7e7x_B	77.3	22	5	0	1	22	178	199	6.02e-09	41.6
P59594.1:11	7e7x_A	77.3	22	5	0	1	22	202	223	6.40e-09	41.6
P59594.1:11	7ly3_A	77.3	22	5	0	1	22	242	263	6.65e-09	41.6
NP_722531.1:4	3i50_E	72.2	18	5	0	3	20	31	48	3.36e-06	33.9
AAL92871.1:2	5otj_D	81.8	33	6	0	11	43	2	34	2.49e-15	57.0
P15712.1:9	7dm1_B	100	20	0	0	1	20	245	264	8.20e-09	41.2
AJD81440.1:2	6pxh_B	95.5	22	1	0	1	22	106	127	1.24e-08	40.8
Q6QCC2:4	6xzw_D	100	29	0	0	1	29	36	64	1.64e-15	60.1
Q6QCC2:4	7ket_C	100	29	0	0	1	29	35	63	1.67e-15	60.1
Q6QCC2:4	6h2y_D	75.0	32	5	1	1	29	34	65	3.68e-10	45.4
P18177.3:10	4np4_A	100	24	0	0	15	38	54	77	2.08e-13	55.1
AAS48456.1:4	7n3d_C	93.3	15	1	0	1	15	94	108	8.64e-05	29.3
AAS48456.1:4	7n3c_C	93.3	15	1	0	1	15	112	126	9.71e-05	29.3
P00451.1:14	1iqd_C	99.4	157	0	1	474	629	1	157	1.07e-107	316
P00451.1:14	2qqk_A	42.1	159	86	3	474	630	235	389	9.37e-33	126
P00451.1:14	2qqn_A	40.8	157	84	4	474	627	2	152	9.85e-27	100
P00451.1:14	4ag4_A	31.9	166	97	5	474	630	2	160	2.21e-15	71.6
QHO62112.1:16	7ly3_A	100	13	0	0	1	13	243	255	5.55e-06	32.7
QHO62112.1:16	7e7x_A	100	13	0	0	1	13	203	215	5.63e-06	32.7
QHO62112.1:16	7e7x_B	100	13	0	0	1	13	179	191	5.63e-06	32.7
P04663.1:2	5k9k_F	100	15	0	0	1	15	135	149	1.41e-07	37.4
P04663.1:2	5umn_B	100	15	0	0	1	15	88	102	1.46e-07	37.4
P04663.1:2	4o58_A	93.3	15	1	0	1	15	130	144	1.29e-06	34.7
ABF83447.1:10	5umn_B	100	30	0	0	1	30	88	117	1.67e-18	68.2
ABF83447.1:10	5k9k_F	100	30	0	0	1	30	135	164	4.12e-18	68.2
ABF83447.1:10	4o58_A	90.0	30	3	0	1	30	130	159	1.91e-15	60.5
ABF83447.1:10	6e4x_B	60.0	30	12	0	1	30	102	131	3.46e-08	40.0
ABF83447.1:10	3gbn_A	50.0	28	14	0	1	28	139	166	5.30e-06	33.9
ABF83447.1:10	5gjs_A	39.3	28	17	0	1	28	138	165	1.24e-04	30.0
ABF83447.1:10	4hlz_A	46.2	26	14	0	1	26	135	160	1.24e-04	30.0
ADQ77533.1:2	4u6v_A	100	36	0	0	12	47	1	36	1.23e-20	75.1
AAG30730.1:4	7k93_C	92.9	28	0	1	1	28	129	154	6.51e-15	58.9
P02754.3:10	2r56_A	100	15	0	0	1	15	70	84	4.28e-06	33.1
ANG08793.1:4	6xp6_B	66.7	27	9	0	1	27	72	98	4.92e-09	42.0
QFS19562.1:35	6dfj_E	95.8	24	0	1	2	24	77	100	6.85e-12	48.1
QFS19562.1:35	3uze_C	75.0	24	6	0	1	24	66	89	1.27e-10	44.7
QFS19562.1:35	5vic_E	87.5	24	1	1	1	24	62	83	1.44e-10	44.3
QFS19562.1:35	6flb_G	66.7	24	8	0	1	24	76	99	9.66e-09	40.0
QFS19562.1:35	4bz2_A	70.8	24	6	1	2	24	79	102	5.54e-08	38.1
QFS19562.1:35	4uta_B	60.9	23	9	0	1	23	360	382	2.30e-07	37.4
QFS19562.1:35	1ztx_E	59.1	22	9	0	2	23	77	98	2.85e-07	36.2
QFS19562.1:35	5lcv_A	63.6	22	8	0	2	23	379	400	3.14e-07	37.0
QFS19562.1:35	5gzn_A	63.6	22	8	0	2	23	374	395	3.14e-07	37.0
QFS19562.1:35	5gzn_B	63.6	22	8	0	2	23	373	394	3.14e-07	37.0
QFS19562.1:35	3uze_D	66.7	24	5	1	1	24	53	73	1.45e-06	33.9
QFS19562.1:35	6ivz_A	52.4	21	10	0	3	23	368	388	2.83e-06	34.3
QFS19562.1:35	6iw2_D	52.4	21	10	0	3	23	365	385	3.88e-06	33.9
1326083:2	1pkq_E	55.0	20	9	0	1	20	61	80	1.69e-04	28.9
