CAE55334.1:4	neg.lbtope:5159	100	15	0	0	1	15	4	18	2.03e-04	28.5
CAA98373.1:2	neg.lbtope:5590	100	18	0	0	1	18	2	19	2.67e-08	38.5
CAA98373.1:2	pos.bcpred:185	100	15	0	0	4	18	1	15	6.25e-07	35.0
CAA98373.1:2	pos.lbtope:4589	100	13	0	0	6	18	1	13	2.93e-05	30.8
CAA98373.1:2	pos.lbtope:789	100	13	0	0	1	13	8	20	1.18e-04	29.3
1208320A:2	Positive_IEDB_ID_128173	100	16	0	0	1	16	1	16	1.42e-07	36.6
Q58HT7.1:28	neg.lbtope:3163	84.2	19	3	0	4	22	2	20	4.14e-08	38.5
AHG06382.1:2	neg.lbtope:3163	93.8	16	1	0	4	19	2	17	9.33e-07	34.7
CAB96876.2:4	pos.lbtope:3642	95.0	20	1	0	7	26	1	20	8.31e-10	42.7
CAB96876.2:4	pos.lbtope:10	100	20	0	0	1	20	1	20	1.18e-09	42.4
CAB96876.2:4	pos.lbtope:40	80.0	20	4	0	1	20	1	20	7.97e-08	37.7
CAB96876.2:4	Positive_IEDB_ID_24084	100	15	0	0	12	26	2	16	1.91e-06	34.3
CAB96876.2:4	Positive_IEDB_ID_38505	85.7	14	2	0	4	17	1	14	1.11e-05	32.3
CAB96876.2:4	pos.lbtope:3074	78.6	14	3	0	1	14	7	20	1.78e-04	29.3
CAE55648.1:2	Positive_IEDB_ID_10984	100	15	0	0	1	15	2	16	1.46e-04	28.9
CAE55648.1:2	pos.lbtope:82	100	14	0	0	2	15	1	14	4.06e-04	27.7
CAA98350.1:2	pos.lbtope:342	100	18	0	0	7	24	1	18	4.18e-07	35.8
CAA98350.1:2	pos.lbtope:3916	100	17	0	0	1	17	4	20	1.61e-04	29.3
P59594.1:11	neg.lbtope:3553	100	16	0	0	7	22	1	16	2.29e-08	38.9
P59594.1:11	Negative_IEDB_ID_66612	100	11	0	0	12	22	1	11	4.19e-04	28.1
AAA61216.1:11	Positive_IEDB_ID_130561	100	22	0	0	163	184	1	22	9.48e-11	51.2
AAA61216.1:11	pos.lbtope:1388	100	20	0	0	141	160	1	20	3.45e-10	49.7
AAA61216.1:11	pos.lbtope:3111	100	20	0	0	161	180	1	20	3.45e-10	49.7
AAA61216.1:11	pos.lbtope:2389	100	20	0	0	91	110	1	20	3.27e-09	47.0
AAA61216.1:11	pos.lbtope:6743	100	20	0	0	188	207	1	20	4.51e-09	46.6
AAA61216.1:11	pos.lbtope:4472	100	20	0	0	78	97	1	20	6.21e-09	46.2
AAA61216.1:11	pos.lbtope:4611	100	20	0	0	128	147	1	20	6.21e-09	46.2
AAA61216.1:11	pos.lbtope:4226	100	20	0	0	207	226	1	20	8.55e-09	45.8
AAA61216.1:11	Positive_IEDB_ID_127271	100	19	0	0	189	207	1	19	1.62e-08	45.1
AAA61216.1:11	Positive_IEDB_ID_126918	100	19	0	0	79	97	1	19	2.23e-08	44.7
AAA61216.1:11	pos.lbtope:34	100	20	0	0	116	135	1	20	3.06e-08	44.3
AAA61216.1:11	pos.lbtope:1778	100	20	0	0	167	186	1	20	4.21e-08	43.9
AAA61216.1:11	Positive_IEDB_ID_126819	100	17	0	0	143	159	1	17	5.86e-08	43.5
